pkg,v_old,v_new,element,,,,,,,,,,
org.connectbot,git-v1.9.0-alpha1-53-g02ec099,git-v1.9.0-alpha1-62-g499cc4e,'EditText', '@+id/post_login_automation_field', '', '',,,,,,,
org.connectbot,git-v1.9.0-alpha1-53-g02ec099,git-v1.9.0-alpha1-62-g499cc4e,'TextView', '@+id/close_on_disconnect_title', '@string/hostpref_quickdisconnect_title', '',,,,,,,
org.connectbot,git-v1.9.0-alpha1-53-g02ec099,git-v1.9.0-alpha1-62-g499cc4e,'TextView', '@+id/shell_session_title', '@string/hostpref_wantsession_title', '',,,,,,,
org.connectbot,git-v1.9.0-alpha1-53-g02ec099,git-v1.9.0-alpha1-62-g499cc4e,'TextView', '', '@string/hostpref_quickdisconnect_summary', '',,,,,,,
org.connectbot,git-v1.9.0-alpha1-53-g02ec099,git-v1.9.0-alpha1-62-g499cc4e,'android.support.v7.widget.SwitchCompat', '@+id/start_shell_switch', '', '',,,,,,,
org.connectbot,git-v1.9.0-alpha1-53-g02ec099,git-v1.9.0-alpha1-62-g499cc4e,'TextView', '', '@string/hostpref_compression_summary', '',,,,,,,
org.connectbot,git-v1.9.0-alpha1-53-g02ec099,git-v1.9.0-alpha1-62-g499cc4e,'android.support.v7.widget.SwitchCompat', '@+id/close_on_disconnect_switch', '', '',,,,,,,
org.connectbot,git-v1.9.0-alpha1-53-g02ec099,git-v1.9.0-alpha1-62-g499cc4e,'android.support.v7.widget.SwitchCompat', '@+id/stay_connected_switch', '', '',,,,,,,
org.connectbot,git-v1.9.0-alpha1-53-g02ec099,git-v1.9.0-alpha1-62-g499cc4e,'ImageView', '', '', '@drawable/ic_zip',,,,,,,
org.connectbot,git-v1.9.0-alpha1-53-g02ec099,git-v1.9.0-alpha1-62-g499cc4e,'TextView', '@+id/protocol_text', '', '',,,,,,,
org.connectbot,git-v1.9.0-alpha1-53-g02ec099,git-v1.9.0-alpha1-62-g499cc4e,'EditText', '@+id/username_edit_text', '', '',,,,,,,
org.connectbot,git-v1.9.0-alpha1-53-g02ec099,git-v1.9.0-alpha1-62-g499cc4e,'EditText', '@+id/quickconnect_field', '', '',,,,,,,
org.connectbot,git-v1.9.0-alpha1-53-g02ec099,git-v1.9.0-alpha1-62-g499cc4e,'android.support.v7.widget.SwitchCompat', '@+id/compression_switch', '', '',,,,,,,
org.connectbot,git-v1.9.0-alpha1-53-g02ec099,git-v1.9.0-alpha1-62-g499cc4e,'TextView', '@+id/compression_title', '@string/hostpref_compression_title', '',,,,,,,
org.connectbot,git-v1.9.0-alpha1-53-g02ec099,git-v1.9.0-alpha1-62-g499cc4e,'SeekBar', '@+id/font_size_bar', '', '',,,,,,,
org.connectbot,v1.8.7,v1.9.0-alpha1,'TextView', '@+id/terminal_overlay', '', '',,,,,,,
org.connectbot,v1.8.7,v1.9.0-alpha1,'TextView', '@android:id/text1', 'Key Example', '',,,,,,,
org.connectbot,v1.8.7,v1.9.0-alpha1,'Button', '@+id/button_left', '@string/button_key_left', '',,,,,,,
org.connectbot,v1.8.7,v1.9.0-alpha1,'Button', '@+id/action_next', 'Agree', '',,,,,,,
org.connectbot,v1.8.7,v1.9.0-alpha1,'ImageView', '@android:id/icon1', '', '@drawable/pubkey',,,,,,,
org.connectbot,v1.8.7,v1.9.0-alpha1,'TextView', '@android:id/text2', 'DSA 1024-bit', '',,,,,,,
org.connectbot,v1.8.7,v1.9.0-alpha1,'Button', '@+id/button_tab', '@string/button_key_tab', '',,,,,,,
org.connectbot,v1.8.7,v1.9.0-alpha1,'Button', '@+id/button_right', '@string/button_key_right', '',,,,,,,
org.connectbot,v1.8.7,v1.9.0-alpha1,'ImageView', '@+id/button_keyboard', '', '@drawable/button_keyboard',,,,,,,
org.connectbot,v1.8.7,v1.9.0-alpha1,'ViewFlipper', '@+id/wizard_flipper', '', '',,,,,,,
org.connectbot,v1.8.7,v1.9.0-alpha1,'TextView', '@android:id/empty', '@string/portforward_list_empty', '',,,,,,,
org.connectbot,v1.8.7,v1.9.0-alpha1,'Button', '@+id/action_prev', 'Cancel', '',,,,,,,
org.connectbot,v1.8.7,v1.9.0-alpha1,'TextView', '@android:id/empty', '@string/pubkey_list_empty', '',,,,,,,
org.connectbot,v1.8.7,v1.9.0-alpha1,'Button', '@+id/button_down', '@string/button_key_down', '',,,,,,,
org.connectbot,v1.8.7,v1.9.0-alpha1,'ListView', '@android:id/list', '', '',,,,,,,
org.connectbot,v1.8.7,v1.9.0-alpha1,'View', '', '', '',,,,,,,
org.connectbot,v1.8.7,v1.9.0-alpha1,'org.connectbot.util.HelpTopicView', '@+id/topic_text', '', '',,,,,,,
org.connectbot,v1.8.7,v1.9.0-alpha1,'TextView', '@android:id/text1', 'Tunnel Nickname', '',,,,,,,
org.connectbot,v1.8.7,v1.9.0-alpha1,'Button', '@+id/button_up', '@string/button_key_up', '',,,,,,,
org.connectbot,v1.8.7,v1.9.0-alpha1,'TextView', '@android:id/empty', '@string/list_host_empty', '',,,,,,,
org.connectbot,v1.8.7,v1.9.0-alpha1,'TextView', '@android:id/text2', 'Local port 8080 to 192.168.1.1:80', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'Button', '@+id/button_f2', '@string/button_key_f2', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '@+id/stay_connected_title', '@string/hostpref_stayconnected_title', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'ImageView', '', '', '@drawable/ic_format_size',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'ImageView', '@+id/button_down', '', '@drawable/ic_keyboard_arrow_down',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'ImageView', '@+id/button_left', '', '@drawable/ic_keyboard_arrow_left',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '', '@string/page_updn_header', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'ImageView', '', '', '@drawable/gesture_scrollforward',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'EditText', '@+id/post_login_automation_field', '', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'ImageView', '@+id/button_tab', '', '@drawable/ic_keyboard_tab',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '@+id/color_title', '@string/hostpref_color_title', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'Button', '@+id/button_pgup', '@string/button_key_pgup', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'ImageView', '', '', '@drawable/gesture_pgup',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '@+id/terminal_name_overlay', '', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'android.support.v7.widget.SwitchCompat', '@+id/close_on_disconnect_switch', '', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'android.support.v7.widget.SwitchCompat', '@+id/stay_connected_switch', '', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'ImageView', '', '', '@drawable/ic_palette',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'ImageView', '', '', '@drawable/ic_zip',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '', '@string/paste_shortcut', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'Button', '@+id/button_f9', '@string/button_key_f9', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'ImageButton', '@+id/expand_collapse_button', '', '@drawable/ic_expand_more',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '', '@string/prev_host', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'ImageView', '@+id/button_right', '', '@drawable/ic_keyboard_arrow_right',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '@+id/compression_title', '@string/hostpref_compression_title', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'ImageView', '', '', '@drawable/ic_vpn_lock',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'EditText', '@+id/font_size_text', '', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '', '@string/host_shortcuts_content', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '', '@string/hostpref_stayconnected_summary', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'Button', '@+id/button_f6', '@string/button_key_f6', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'ImageView', '', '', '@drawable/ic_laptop',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TableRow', '', '', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'EditText', '@+id/port_edit_text', '', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'Button', '@+id/hints_button', '@string/hints', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '@+id/font_size_title', '@string/hostpref_fontsize_title', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'ImageView', '', '', '@drawable/ic_sync_disabled',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'EditText', '@+id/hostname_edit_text', '', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'android.support.v7.widget.SwitchCompat', '@+id/use_ssh_auth_switch', '', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'Button', '@+id/button_f7', '@string/button_key_f7', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'ImageView', '', '', '@drawable/gesture_hostnext',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '', '@string/page_up', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '@+id/close_on_disconnect_title', '@string/hostpref_quickdisconnect_title', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '', '@string/hostpref_authagent_title', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'ImageView', '', '', '@drawable/gesture_scrollback',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'android.support.design.widget.FloatingActionButton', '@+id/add_port_forward_button', '', '@drawable/ic_add',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '', '@string/scroll_hints_header', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '', '@string/hostpref_quickdisconnect_summary', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'android.support.v7.widget.SwitchCompat', '@+id/start_shell_switch', '', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'ImageView', '@+id/button_keyboard', '', '@drawable/ic_keyboard',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '@+id/pubkey_text', '', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '', '@string/scrolling_forward', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '@+id/empty', '@string/pubkey_list_empty', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '', '@string/switching_hosts_content', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'ImageView', '', '', '@drawable/ic_vpn_key',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '', '@string/next_host', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'Button', '@+id/button_f4', '@string/button_key_f4', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'ImageView', '', '', '@drawable/ic_keyboard',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '', '@string/hostpref_wantsession_summary', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'Button', '@+id/button_f5', '@string/button_key_f5', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '', '@string/scrolling_back', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'Button', '@+id/button_f12', '@string/button_key_f12', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '', '@string/decrease_font_shortcut', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '@android:id/text1', '', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '@+id/protocol_title', '@string/protocol_spinner_label', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '', '@string/switching_hosts_header', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'SeekBar', '@+id/font_size_bar', '', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'EditText', '@+id/nickname_field', '', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'ImageView', '', '', '@drawable/ic_sync',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '', '@string/increase_font_shortcut', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'android.support.v7.widget.SwitchCompat', '@android:id/checkbox', '', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'ImageView', '@+id/volume_up', '', '@drawable/ic_volume_up',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'ImageView', '', '', '@drawable/gesture_pgdn',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '@android:id/text2', '', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'Button', '@+id/button_f3', '@string/button_key_f3', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '@+id/shell_session_title', '@string/hostpref_wantsession_title', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'Button', '@+id/button_f10', '@string/button_key_f10', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'ImageView', '', '', '@drawable/gesture_hostprev',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '@+id/delkey_title', '@string/hostpref_delkey_title', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'ImageView', '', '', '@drawable/ic_code',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '', '@string/host_shortcuts_header', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'ImageView', '@+id/button_up', '', '@drawable/ic_keyboard_arrow_up',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '@+id/empty', '@string/portforward_list_empty', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'ImageView', '@android:id/icon', '', '@drawable/connected',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'Button', '@+id/eula_button', '@string/terms_and_conditions', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '', '@string/console_menu_paste', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '', '@string/scroll_hints_content', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'EditText', '@+id/username_edit_text', '', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'ImageView', '', '', '@drawable/ic_person',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'Button', '@+id/button_f1', '@string/button_key_f1', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '', '@string/hostpref_authagent_with_confirmation', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'android.support.v7.widget.AppCompatCheckBox', '@+id/ssh_auth_confirmation_checkbox', '', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'android.support.design.widget.FloatingActionButton', '@+id/add_host_button', '', '@drawable/ic_add',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '@+id/postlogin_title', '@string/hostpref_postlogin_title', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'android.support.v7.widget.SwitchCompat', '@+id/compression_switch', '', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'SeekBar', '@+id/volume_bar', '', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '', '@string/increase_font_size', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'ImageView', '', '', '@drawable/ic_android',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '@+id/color_text', '', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'Button', '@+id/button_f8', '@string/button_key_f8', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'Button', '@+id/button_f11', '@string/button_key_f11', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '', '@string/page_updn_content', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '@+id/encoding_title', '@string/hostpref_encoding_title', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'Button', '@+id/button_pgdn', '@string/button_key_pgdn', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '@+id/empty', '@string/list_host_empty', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '@+id/postlogin_summary', '@string/hostpref_postlogin_summary', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '', '@string/hostpref_compression_summary', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '@+id/encoding_text', '', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'Button', '@+id/shortcuts_button', '@string/keyboard_shortcuts', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '', '@string/page_down', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '@+id/pubkey_title', '@string/hostpref_pubkeyid_title', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'Button', '@+id/button_home', '@string/button_key_home', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '@+id/delkey_text', '', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '@+id/protocol_text', '', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'EditText', '@+id/quickconnect_field', '', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'ImageView', '@android:id/icon', '', '@drawable/pubkey',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'Button', '@+id/button_end', '@string/button_key_end', '',,,,,,,
org.connectbot,git-v1.8.7,v1.8.7,'TextView', '', '@string/decrease_font_size', '',,,,,,,
org.connectbot,v1.8.6,git-v1.8.7,'TextView', '@+id/terminal_overlay', '', '',,,,,,,
org.connectbot,v1.8.6,git-v1.8.7,'TextView', '@android:id/text1', 'Key Example', '',,,,,,,
org.connectbot,v1.8.6,git-v1.8.7,'Button', '@+id/button_left', '@string/button_key_left', '',,,,,,,
org.connectbot,v1.8.6,git-v1.8.7,'Button', '@+id/action_next', 'Agree', '',,,,,,,
org.connectbot,v1.8.6,git-v1.8.7,'ImageView', '@android:id/icon1', '', '@drawable/pubkey',,,,,,,
org.connectbot,v1.8.6,git-v1.8.7,'TextView', '@android:id/text2', 'DSA 1024-bit', '',,,,,,,
org.connectbot,v1.8.6,git-v1.8.7,'Button', '@+id/button_tab', '@string/button_key_tab', '',,,,,,,
org.connectbot,v1.8.6,git-v1.8.7,'Button', '@+id/button_right', '@string/button_key_right', '',,,,,,,
org.connectbot,v1.8.6,git-v1.8.7,'ImageView', '@+id/button_keyboard', '', '@drawable/button_keyboard',,,,,,,
org.connectbot,v1.8.6,git-v1.8.7,'ViewFlipper', '@+id/wizard_flipper', '', '',,,,,,,
org.connectbot,v1.8.6,git-v1.8.7,'TextView', '@android:id/empty', '@string/portforward_list_empty', '',,,,,,,
org.connectbot,v1.8.6,git-v1.8.7,'Button', '@+id/action_prev', 'Cancel', '',,,,,,,
org.connectbot,v1.8.6,git-v1.8.7,'TextView', '@android:id/empty', '@string/pubkey_list_empty', '',,,,,,,
org.connectbot,v1.8.6,git-v1.8.7,'Button', '@+id/button_down', '@string/button_key_down', '',,,,,,,
org.connectbot,v1.8.6,git-v1.8.7,'ListView', '@android:id/list', '', '',,,,,,,
org.connectbot,v1.8.6,git-v1.8.7,'View', '', '', '',,,,,,,
org.connectbot,v1.8.6,git-v1.8.7,'org.connectbot.util.HelpTopicView', '@+id/topic_text', '', '',,,,,,,
org.connectbot,v1.8.6,git-v1.8.7,'TextView', '@android:id/text1', 'Tunnel Nickname', '',,,,,,,
org.connectbot,v1.8.6,git-v1.8.7,'Button', '@+id/button_up', '@string/button_key_up', '',,,,,,,
org.connectbot,v1.8.6,git-v1.8.7,'TextView', '@android:id/empty', '@string/list_host_empty', '',,,,,,,
org.connectbot,v1.8.6,git-v1.8.7,'TextView', '@android:id/text2', 'Local port 8080 to 192.168.1.1:80', '',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'Button', '@+id/button_f2', '@string/button_key_f2', '',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'TextView', '@+id/stay_connected_title', '@string/hostpref_stayconnected_title', '',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'ImageView', '', '', '@drawable/ic_format_size',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'ImageView', '@+id/button_down', '', '@drawable/ic_keyboard_arrow_down',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'ImageView', '@+id/button_left', '', '@drawable/ic_keyboard_arrow_left',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'TextView', '', '@string/page_updn_header', '',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'ImageView', '', '', '@drawable/gesture_scrollforward',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'EditText', '@+id/post_login_automation_field', '', '',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'ImageView', '@+id/button_tab', '', '@drawable/ic_keyboard_tab',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'TextView', '@+id/color_title', '@string/hostpref_color_title', '',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'Button', '@+id/button_pgup', '@string/button_key_pgup', '',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'ImageView', '', '', '@drawable/gesture_pgup',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'TextView', '@+id/terminal_name_overlay', '', '',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'android.support.v7.widget.SwitchCompat', '@+id/close_on_disconnect_switch', '', '',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'android.support.v7.widget.SwitchCompat', '@+id/stay_connected_switch', '', '',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'ImageView', '', '', '@drawable/ic_palette',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'ImageView', '', '', '@drawable/ic_zip',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'TextView', '', '@string/paste_shortcut', '',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'Button', '@+id/button_f9', '@string/button_key_f9', '',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'ImageButton', '@+id/expand_collapse_button', '', '@drawable/ic_expand_more',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'TextView', '', '@string/prev_host', '',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'ImageView', '@+id/button_right', '', '@drawable/ic_keyboard_arrow_right',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'TextView', '@+id/compression_title', '@string/hostpref_compression_title', '',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'ImageView', '', '', '@drawable/ic_vpn_lock',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'EditText', '@+id/font_size_text', '', '',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'TextView', '', '@string/host_shortcuts_content', '',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'TextView', '', '@string/hostpref_stayconnected_summary', '',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'Button', '@+id/button_f6', '@string/button_key_f6', '',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'ImageView', '', '', '@drawable/ic_laptop',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'TableRow', '', '', '',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'EditText', '@+id/port_edit_text', '', '',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'Button', '@+id/hints_button', '@string/hints', '',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'TextView', '@+id/font_size_title', '@string/hostpref_fontsize_title', '',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'ImageView', '', '', '@drawable/ic_sync_disabled',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'EditText', '@+id/hostname_edit_text', '', '',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'android.support.v7.widget.SwitchCompat', '@+id/use_ssh_auth_switch', '', '',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'Button', '@+id/button_f7', '@string/button_key_f7', '',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'ImageView', '', '', '@drawable/gesture_hostnext',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'TextView', '', '@string/page_up', '',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'TextView', '@+id/close_on_disconnect_title', '@string/hostpref_quickdisconnect_title', '',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'TextView', '', '@string/hostpref_authagent_title', '',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'ImageView', '', '', '@drawable/gesture_scrollback',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'android.support.design.widget.FloatingActionButton', '@+id/add_port_forward_button', '', '@drawable/ic_add',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'TextView', '', '@string/scroll_hints_header', '',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'TextView', '', '@string/hostpref_quickdisconnect_summary', '',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'android.support.v7.widget.SwitchCompat', '@+id/start_shell_switch', '', '',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'ImageView', '@+id/button_keyboard', '', '@drawable/ic_keyboard',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'TextView', '@+id/pubkey_text', '', '',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'TextView', '', '@string/scrolling_forward', '',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'TextView', '@+id/empty', '@string/pubkey_list_empty', '',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'TextView', '', '@string/switching_hosts_content', '',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'ImageView', '', '', '@drawable/ic_vpn_key',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'TextView', '', '@string/next_host', '',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'Button', '@+id/button_f4', '@string/button_key_f4', '',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'ImageView', '', '', '@drawable/ic_keyboard',,,,,,,
org.connectbot,git-v1.8.6-488-gde2f59d,v1.8.6,'TextView', '', '@string/hostpref_wantsession_summary', '',,,,,,,
